ids,locations,buildings,level,sizeFeet,BuyPricePerFeet,rentPricePerFeet,numberOfRooms,numberOfSuite,AgeOfBuilding,usage
d2417636-3acf-407c-be54-16cd0ec8245e,天水圍,嘉湖山莊 6期 美湖居 7座 ,2,544,10477,,3,,22,0.77
2f053d4f-8fb3-4cbc-b265-fa2c452579eb,屯門,大興花園 2期 4座 ,3,475,10526,,2,,25,0.76
25458968-58f5-4003-afde-dec480a46e94,元朗,爾巒 茵羅洛斯大道 1座 ,1,1043,11025,,4,1,6,0.79
824685dd-708a-4873-9bd0-4b8cd9460c2f,貝沙灣,貝沙灣 1期 2座 ,1,2517,49662,58,5,2,15,0.82
7732fdd3-bd31-4362-bea8-856ce3d42611,太古城,太古城 海天花園 逸天閣 (61座) ,1,491,21995,49,1,1,32,0.85
bc6d4eb4-8ea3-4477-b845-f011cfd249de,何文田/京士柏,半山壹號 1期 半山徑30號 ,1,1252,23162,,3,1,10,0.77
0bb813bc-4d9c-45ec-ba51-a785baa6fdf6,西半山,高士台 1座 ,1,2296,58797,,4,4,6,
1fa38e44-4955-4e22-b746-c1080b815b99,元朗,朗晴居 13座 ,2,744,10752,,,,22,0.84
867999ff-210a-48e4-a53f-4538bd89cf91,西半山,駿豪閣 ,1,725,27558,52,2,1,26,0.79
95cf2fb2-7ee5-49c7-8f25-7d9bfebf41e9,西半山,俊傑花園 ,1,661,23903,53,2,1,23,0.78
c9517611-951c-4353-b86c-9eb24e2c8256,北角半山,寶馬山花園 1期 7座 ,2,845,21301,,3,1,28,0.79
08ab32ff-12c6-437f-882d-3312a008a8d3,西半山,裕仁大廈 B座 ,1,1112,17085,38,3,1,52,0.77
23760741-b3e9-4595-9172-de9f72343378,西半山,高雲臺 ,2,776,21649,,3,1,25,0.78
efe62202-6a6d-4869-8ff6-5663a938d86f,元朗,朗庭園 1座 ,3,396,13207,,,,17,0.75
3fa78bba-e508-4cb3-8d09-014f934730e5,元朗,Grand Yoho 2期 3座 ,3,788,18756,,3,1,2,
d31f54c7-a60c-41e2-b10c-686a74021fc9,何文田/京士柏,Dunbar Place ,2,1211,27250,44,3,1,6,
93f2adb4-367d-411b-ab3f-1f90dd2956ee,北角/炮台山,港濤軒 ,2,985,30862,,4,,11,0.75
9d8acf31-95b8-4944-8128-0f317f53aeba,大埔墟/太和,大埔中心 1期  ,1,361,14930,33,2,,34,0.75
a8111817-9066-4e30-9029-53829e4b1a5b,跑馬地/東半山,龍華花園 1座 ,3,976,18442,43,3,1,33,0.8
061091a2-1e25-4b2e-af87-73e2553adba0,大埔半山/康樂園,聚豪天下 洋 40,,2706,12121,,5,2,21,0.75
762f20df-55b9-4942-aa50-4a30418efc36,荃灣,東亞花園 長發樓 ,2,460,14130,,2,,38,0.74
2108f1de-c213-489f-98f1-18d4cac91476,藍田/油塘,麗港城 1期 8座 ,2,517,15473,,2,,28,0.81
91d69e5a-5acd-4691-94ee-5c85f94acf02,鰂魚涌/康怡,康怡花園 H座 (1-8室) ,3,522,18390,,2,,33,
2cf418dd-bdb9-4437-8f77-2d5c65c84332,元朗,Yoho Town 2期 6座 ,2,898,14810,,4,1,9,0.78
a2ebbd28-476b-408f-b937-6badb2268b4d,元朗,尚悅 9座 ,2,660,11030,,3,1,6,0.73
a311a552-ebec-4de1-b8f1-ac6160052fa6,西半山,駿豪閣 ,3,682,24633,48,3,1,26,0.81
383ce52b-27e5-4014-b4d6-bab76a1baf75,北角/炮台山,龍濤苑 2座 ,1,513,16569,45,2,,30,0.83
4b76d2d9-1226-499d-b4af-2a5c4b557dff,何文田/京士柏,維景雅軒 ,2,847,18417,,3,1,19,0.73
9222c6a5-0cd8-40ff-91c2-e2b459cbb867,大埔半山/康樂園,天賦海灣 1期  ,2,1975,24303,,,,7,0.77
a22d8988-2210-4579-ae33-cc568b2baa43,元朗,Yoho Town 2期 9座 ,3,525,16190,,2,,9,0.78
885745e4-9da2-4386-851e-c1c08443a486,北角/炮台山,豪廷峰 2座 ,2,573,23560,,2,,19,0.75
d4298458-8ff4-4e17-81a3-13d6894eda43,青衣,青盛苑 ,3,381,11679,,2,,34,0.71
2512e8a7-c59c-439a-90c4-cebfbffdfc01,九龍站,擎天半島 1期 5座 ,1,633,29225,,2,1,17,0.75
1c0ab486-9fe2-44e3-a7aa-02f7a90ab495,鯉景/嘉亨/逸濤/西灣河,嘉亨灣 3座 ,2,942,25265,,3,1,14,0.72
bd384f31-64f0-4aeb-9d86-069e6cc6777d,鰂魚涌/康怡,康山花園 2座 ,2,592,13006,,3,,32,0.83
295227e2-7038-4cc0-a862-a039274e0b1c,將軍澳,日出康城 2期B 領峰 6座 (右翼) ,1,990,12626,,4,1,8,0.75
d02a93a6-1738-434b-85f7-b3e915a77c7d,美孚/華景,美孚新邨 1期 百老匯街29-31號 ,1,437,14141,,1,,50,
446ade40-46dc-4583-b106-a63d35a78054,將軍澳,將軍澳中心 1期 5座 ,3,465,16344,,2,,17,0.75
02a80b14-b285-45aa-9390-f6f5a5ac1393,北角/炮台山,康德大廈 ,2,962,15904,,3,1,58,0.8
4d9592c7-1502-469f-9e44-9a3a3ff5f6c3,天水圍,嘉湖山莊 6期 美湖居 3座 ,3,629,9634,,3,1,22,0.77
609a067a-b997-456a-a7c8-83c4e38a978a,西半山,明珠台 A座 ,2,1896,21624,38,4,1,45,0.86
5f17d2a0-5c78-4dab-86c8-353a9b89984c,西半山,富萊閣 ,3,320,20625,,2,,25,0.64
ad1ad973-0180-49a0-849a-66566cc057c6,將軍澳,都會駅 2期 城中駅 9座 ,1,731,17783,,3,1,12,0.75
e2aeb58e-f4ee-4c4f-9b6c-350937f2651e,將軍澳,蔚藍灣畔 1座 ,2,849,16843,,3,1,15,0.75
b0e678a7-ab76-495e-9378-475e3fb30584,太古城,太古城 安盛台 寧安閣 (27座) ,3,580,20689,40,,,39,0.86
7df2f6a5-a58b-465c-aa6c-c270e0c45a3e,啟德,嘉匯 5座,,726,32000,,3,1,1,
af777d3c-9030-43b8-a83f-c24405d573fb,將軍澳,天晉 Iiia 5B座 ,3,959,20646,42,,,3,
c61d3431-6d74-42ec-a5e9-481659cf1740,北角/炮台山,海興大廈 ,2,291,19587,,2,,31,0.68
e6c602dc-fe35-46d1-a903-58807fe5b747,將軍澳,峻瀅 1期 1座 ,3,529,14366,,2,1,6,0.76
fca7a314-4d8b-4527-9e33-ca8740cee816,葵涌,寧峰苑 晴峰閣 (A座) ,1,650,10923,,3,1,18,
369911f8-29ba-443c-bc62-e2e3a3857241,跑馬地/東半山,偉景大廈 ,1,1048,19083,,2,1,64,0.66
a221f3e7-bc65-4399-bd36-14c3fec499ee,將軍澳,都會駅 1期 1座 ,3,888,18558,38,4,1,13,0.73
c1a8e1af-aeb7-4539-b774-7f5756562300,鯉景/嘉亨/逸濤/西灣河,欣景花園 1座 ,1,681,15418,40,,,29,0.84
23abceae-3262-4e16-86f4-92c9b0ca12c0,將軍澳,天晉 Iiia 2B座 ,1,856,20794,,3,1,3,
35372380-0153-47f6-98bd-3e7e3602d254,奧運站,奧柏‧御峰 1座 ,2,264,21969,,,,7,0.8
b4b8c35c-62a7-403f-bd7d-b50b58efe05a,何文田/京士柏,京士柏山 4座 (70號) ,1,2237,43808,,5,,19,0.68
c5c86c91-5bbe-4d91-beb5-6fe66e64843c,屯門,瓏門 1期 1座 ,3,482,16597,,2,,7,0.77
18cc485b-5719-4b9a-bc7a-710c546b3c55,九龍塘/畢架山,雅麗園 (A-B座) ,2,654,19571,43,2,,48,
f5398269-84e0-46f2-8384-8352a81620b9,西半山,慧明苑 1座 ,1,2137,42115,,4,2,29,0.74
5fd97f23-d15d-4b8a-ab5b-431dc6f791bd,火炭/沙田半山/九肚山,玖瓏山 月瓏閣 第1座 ,2,1009,14866,35,,,4,
7e1dee28-fd59-48f6-aef2-43a11e17e3d6,鰂魚涌/康怡,惠安苑 F座 ,1,848,14150,,4,,44,0.87
a9372f44-edf2-45ba-8f08-c3a9277ff80f,香港仔/鴨脷洲,深灣9號 6座 ,3,1807,40951,58,4,2,7,0.78
fab81045-dc1d-4f27-add7-de27bd086c49,荃灣,荃德花園 A座 ,3,340,13088,37,,,33,0.74
3c0becfc-b69b-4712-82b3-04f8c2485056,九龍站,Grand Austin 1A座 ,3,546,25641,,2,,5,
86cf941b-1ba5-4d4c-afbc-049fe68e65e8,屯門,卓爾居 2期 7座 ,3,522,11111,,2,,19,0.77
a2e69c6d-4d47-4e5a-b3a2-fdca5952eb16,長沙灣西,昇悅居 8座 ,1,491,16700,,,,16,0.76
5952b804-cc51-41a5-9f8b-17c948815f7e,馬鞍山,銀湖‧天峰 6座 ,3,919,15560,,,,10,0.76
be17cb0f-a559-458a-8728-b082a93f0fce,馬鞍山,迎海 1期 5座 ,1,798,16666,,3,1,6,0.77
90c9a0e1-b53e-4a5f-a453-1d6e0509b29a,西半山,天匯 ,3,1991,44198,,3,1,10,0.71
7974549c-cc8e-43d5-9466-6a56e0eed24a,西半山,賓士花園 ,2,504,23809,,2,,43,0.74
d0098924-ef19-410a-a0ab-7f2829b6ca60,西半山,樂信臺 3座 ,1,762,25196,52,3,1,30,0.85
2d18b120-98f6-45ee-a7a9-5934ec5afadf,將軍澳,將軍澳中心 1期 7座 ,3,384,18229,44,2,,17,0.73
603a9a90-d7cf-4df0-b9d2-cb4db9bd3100,堅尼地城/西營盤,維壹 ,1,1172,30716,,3,1,7,0.74
a4a9e621-016f-45b7-ae2d-b62d20e0af66,屯門,瓏門 1期 1座 ,2,858,20396,,4,1,7,0.77
ad1abd66-0fe7-4f45-9ed4-8d970a301c3b,西半山,堅威大廈 ,1,695,17266,,2,,50,0.87
32a4230c-cb76-4402-bdb3-ab9d0b47635a,西半山,日景閣 ,2,758,21108,,2,1,30,0.76
94fc5f98-646a-40d0-b489-4248ae0d36b8,天水圍,嘉湖山莊 7期 景湖居 3座 ,2,635,10236,,3,1,25,0.77
36adc52c-98e5-4a7b-b195-9fccb6fa366a,奧運站,港灣豪庭 2期 8座 ,3,347,18386,,2,,16,0.7
997a73b3-f76a-4fcf-a6cd-9f1f1c86c4f3,奧運站,港灣豪庭 2期 5座 ,1,372,23924,43,,,16,0.75
6ecc13a4-d19a-47bd-8327-5fc14a3eb93c,長沙灣/深水埗,曉悅 ,2,315,17396,,1,,3,
bd4ddb59-359d-4c87-829a-d949f975aac2,將軍澳,天晉 天晉 6座 ,2,873,22909,,,,8,0.77
efe00cf9-7169-4e35-8529-0792ef22956c,北角半山,珊瑚閣 B4-B6座 ,1,877,19669,39,3,1,46,0.81
2304fcaa-c9cb-4f3c-8b7d-c12fac8bfc9b,將軍澳,都會駅 2期 城中駅 6座 ,1,594,16161,,3,,12,0.73
6608f089-6e57-4a66-8e6c-734439ba1996,西半山,福熙苑 ,2,621,19323,,3,1,27,0.79
b7fe8d1a-c5cc-429d-8428-3ddc9ca50f52,北角/炮台山,富澤花園 富達閣 ,2,652,18404,,2,1,38,0.86
b6bd625e-2c52-4b48-9377-5b2023b92f46,鑽石山/黃大仙,峻弦 6座 ,2,713,16129,,,,9,0.78
c4102232-a6e2-4778-ab4f-02545126fbd4,上水/粉嶺,歌賦嶺,,1315,13688,29,,,6,0.65
25142603-b6e7-4820-a457-6615867ad7bf,麗城/青山公路(荃灣段),皇璧 ,2,2561,17961,,,,10,0.75
8eb84dbb-df14-47a9-bac0-bf07eedbbb38,九龍站,凱旋門 觀星閣 (2座) ,2,415,40674,,1,,14,0.74
8bf4ed74-254d-482e-8511-49491dc6a151,奧運站,瓏璽 8座 ,2,1225,32489,,3,2,8,0.8
06bb90a9-7326-4c8a-82d1-49db3db9603c,西半山,璈珀 ,2,1494,58902,,3,2,4,
30980270-d5b7-4c94-876f-ac1dc6c0432d,將軍澳,海翩匯 1座 ,1,610,22131,39,2,,1,
0540af12-40bf-4353-9060-2d8b4bbf64cc,跑馬地/東半山,上林 2座 ,2,1171,30572,,"4
",2,10,0.75
2559988a-616f-4d6b-aa48-d4165347d2d7,海怡半島,海怡半島 3 期 美暉閣 (17座) ,2,618,16019,,,,26,0.78
1a942e2d-b609-42b9-8f5f-4b232f3dc0f2,貝沙灣,貝沙灣 貝沙徑 洋 洋 9 ,3,4667,81422,,,,14,0.71
e98b4830-39a9-45c1-9cc0-8283701d7ce7,將軍澳,都會駅 1期 2座 ,2,642,15887,37,"3
",1,13,0.72
2f2a580f-5ec5-4124-b271-9bcf1cc3b7f1,北角/炮台山,海新大廈 ,3,326,19570,,"2
",,29,0.68
1fa65c5f-c360-4f4a-9a01-02a2f7bd48a9,又一村/石硤尾,海棠苑,,910,19780,47,"4
",1,60,
8c55f288-d728-4abe-8a99-c6998b9eac10,灣仔/銅鑼灣,樂聲大廈 A座 ,1,343,20991,,"1
",,42,0.85
82707ac7-4f0d-49db-bd9a-63602d2879e6,西半山,寶翠園 1期 2座 ,3,948,30063,61,"3
",1,19,0.78
469bd610-e8e7-45e8-8cad-4a581df63222,何文田/京士柏,半山壹號 2期 富甲半山 半山徑12號 ,1,1137,25505,,"3
",1,10,0.76
1ae8d41f-0ac1-4ea0-b189-40b08999c251,天水圍,嘉湖山莊 6期 美湖居 3座 ,2,544,10661,24,"3
",,22,0.77
63218031-b1ee-43e2-a780-8a017145acc6,北角/炮台山,富澤花園 富威閣 ,2,652,18404,,"3
",1,38,0.86
538bd65f-6841-40a9-a8e4-cb89cfed5f7e,北角/炮台山,海峰園 2座(崇峰閣) ,1,831,23947,,"3
",1,31,0.89
04027892-dd68-482e-b11a-b774c920befa,長沙灣西,碧海藍天 1座 ,2,581,18072,41,"3
",,16,0.74
1619e663-1931-4020-9b2b-21a07e5b0e0c,西半山,懿峰 ,1,3128,72890,51,,,8,0.74
2809a416-6a7b-4fa2-bc82-fb14a052fdf6,堅尼地城/西營盤,泓都 3座 ,1,482,26763,,"2
",,15,0.77
43a1d7fe-b260-42c9-9923-ac273c1fac37,九龍站,擎天半島 1期 6座 ,1,762,30839,47,,,17,0.75
61a9b44e-f5c5-4943-a7b0-8889289ec0e7,將軍澳,將軍澳中心 3期 將軍澳豪庭 (13座) ,1,905,20994,,"4
",1,14,0.76
451c06ea-7dae-4146-ba3a-c3d1866276c1,紅磡,蕪湖居 ,3,246,19918,,,,8,0.69
d6bddec4-b7fc-4ec9-91e5-2bc2b66861c3,紅磡,昇御門 2座 ,3,862,17749,,,,7,0.75
c4275650-cf21-4270-aa84-cceff8636800,九龍站,御金‧國峰  ,1,322,31055,,,,7,0.8
957fe996-8908-4755-9ddf-bc9a13f60673,元朗,爾巒 茵羅洛斯大道 1座 ,2,1334,14092,,,,6,0.79
de5b3b70-ff29-45c4-acf8-25069ce72107,奧運站,港灣豪庭 1期 2座 ,1,326,21472,,"2
",,16,0.68
7033dcdd-5f66-4b62-8f73-dea5df6c54e3,鰂魚涌/康怡,康怡花園  ,1,596,17281,,"3
",,33,0.79
4ace3f45-7b19-4aee-982f-127b88643619,將軍澳,都會駅 2期 城中駅 6座 ,3,464,20431,,"2
",,12,0.74
44a98649-f467-4266-9241-63550fbcaa45,天水圍,嘉湖山莊 7期 景湖居 12座 ,1,630,10000,,,,24,0.78
68234955-727a-45a2-a271-49cc1a338b2b,上環/中環/金鐘,維港峰 ,2,1702,11.75_,,,,4,
55eeb3fa-5c6f-4c95-857c-9fceb26b4ae0,大埔墟/太和,大埔寶馬山 8座 ,1,934,16059,,,,22,0.79
becc2fb6-17aa-4d9a-a95c-5331183ab1ba,何文田/京士柏,天鑄 1期 7座 ,1,988,35425,57,"3
",1,,
4f180f4c-28fe-48c8-93b5-322337e92fa5,天水圍,天頌苑 頌碧閣 (E座) ,3,650,8461,6153,"3
",1,20,0.78
fdd2ee91-b981-435a-97a4-80590d21db11,火炭/沙田半山/九肚山,雅苑 4座,,1530,13725,,,,30,0.97
10fbdde4-5ed2-4398-8500-68e8e2a85cab,貝沙灣,貝沙灣 4期  南灣 1座 ,2,1306,33690,,,,14,0.76
6bf2de7a-54b2-49db-ba23-5761dafc7a76,馬灣/珀麗灣,珀麗灣 1期 17座 ,2,339,15634,38,,,17,0.76
79e2a4d5-406c-46dd-8a2e-929cff7ce480,大埔半山/康樂園,嵐山 1期 7座 ,2,922,12039,,"3
",1,5,
116266af-2b4d-4695-bebb-0469632be9ee,九龍塘/畢架山,牛津道8號  ,2,5802,41020,,,,19,
4e641cc6-12c4-4526-90e3-cd806dfd126c,元朗,Yoho Town 1期 1座 ,1,516,15891,31,"3
",,15,0.75
5ebda069-b63e-4638-ae86-4b93f3e16153,北角/炮台山,城市花園 2期 14座 ,1,596,19295,,"3
",,33,0.85
6baa6c73-8fec-4beb-a82d-66dae1f62976,大圍,名城 1期 2座 ,1,677,18286,,"3
",1,9,0.75
453e22ab-f18f-437c-bf45-0cbff09bf9f8,荃灣,樂悠居 ,3,312,18910,,"1
",,14,0.72
ce609a28-459e-4afe-a939-5e378653f170,太古城,太古城 安盛台 寶安閣 (28座) ,3,583,18867,,,,39,0.86
ddd14c6b-24a6-4e0f-881d-58921731498b,九龍塘/畢架山,傲名 ,3,875,27428,,"3
",1,5,
7b9a6fe6-6d8b-4013-8e04-5e735954197a,天水圍,慧景軒 3座 ,2,867,11534,,"4
",1,15,0.75
8c704ced-7dcf-4dff-bf5e-8442051ef751,將軍澳,都會駅 1期 1座 ,3,488,14959,35,"2
",,13,0.74
ca76e7b7-d420-433f-afda-8beb3ec38133,馬鞍山,嘉華星濤灣 2座 ,1,466,17167,,,,15,0.73
eba384aa-f5bb-4b1c-870d-c57bc3ba87df,旺角/油麻地,利奧坊‧曉岸 1座 ,2,390,21230,,,,2,
a53c7e8c-ffac-4d0f-a8a3-560f86744d76,長沙灣/深水埗,海柏匯 ,1,276,20217,,,,2,
15f45b97-6498-4eae-8b17-0fbabe9830c0,黃埔/海逸,海濱南岸 1座 ,2,589,17317,,"3
",,17,0.76
fc90d8bf-8ee0-46c9-bf7b-854fa93ffa50,土瓜灣,傲雲峰 1座 ,2,479,18371,,"2
",,15,0.75
8d19253a-490d-44e6-9c05-c6b9992e7735,奧運站,帝峰‧皇殿 7座 ,1,818,73349,67,"3
",,9,0.71
ea8344c7-0805-4e01-8a09-cf4995b25e81,將軍澳,維景灣畔 1期 3座 ,2,398,17085,,"1
",,19,0.74
eaf61a4b-3dc3-4cf4-b7ed-b7ddda2379e7,何文田/京士柏,麗晶樓 ,2,712,15168,,"3
",,52,0.89
092f3921-b804-4ab0-87dc-d9895f5b82e5,海怡半島,海怡半島 4 期 御庭園 御柳居 (25座) ,3,513,16179,,"2
",,24,0.77
bc7b3d33-324d-4de3-aae8-fd60162d01e9,大圍,溱岸8號 3座 ,1,509,20628,39,,,7,0.76
9e171167-4201-4a9d-ba8c-cee7b0e798a4,東涌,藍天海岸 4期 水藍‧天岸 2座 ,3,545,15412,,,,12,0.8
c63cf733-cdf1-46f2-8109-d2bfaed43a6c,奧運站,奧柏‧御峰 2座 ,1,1001,31468,55,"3
",1,7,0.77
5fb803ea-7765-4939-81a6-8d60dce4978d,大埔半山/康樂園,逸瓏灣 II 大廈12座 ,3,755,26490,48,,,4,
44bcbf22-550b-4bc0-b0e2-a23e04dbabe4,馬鞍山,聽濤雅苑 2期 4座 ,2,755,13086,,,,20,0.81
f1588be5-6af0-4f8c-90b7-cb0dfa0594be,何文田/京士柏,半山壹號 1期 半山徑38號 ,3,1766,20385,34,"4
",1,10,0.77
e9f82445-0757-462f-ac66-d2dd3d31ef7b,跑馬地/東半山,愉苑 ,1,926,18250,,"2
",,62,0.81
8717d7df-1858-4705-ab5e-cf1cd117091a,西半山,瀚然 ,2,1311,28985,,"3
",1,4,
3d06a9e1-c081-49e6-b44d-b7c8362b10b9,何文田/京士柏,福園 ,3,1098,17122,,"4
",1,53,
08c73dbf-0ead-4e30-b345-8aa5097590ee,跑馬地/東半山,景光街16-22號 ,2,443,17832,,"2
",,47,0.63
e51cbc74-cf9e-4939-a644-25bbfdd1e6a7,深井/青山公路(屯門段),碧堤半島 2期 5座 ,3,808,12351,,,,13,0.77
24dd0c92-d60c-4987-92a2-b14c95a22e94,堅尼地城/西營盤,域多利道60號 ,1,466,22274,58,,,13,0.74
6cb9acc5-392a-4f7f-8775-ec3df266949a,美孚/華景,美孚新邨 5期 蘭秀道15號 ,2,578,16747,38,"2
",,46,
5d965394-be72-4c0a-adbe-6683aa2c328c,堅尼地城/西營盤,真光大廈 ,2,417,18225,,"2
",,42,
a8446af1-aacd-4ed9-8a87-8eb45d20bb20,九龍塘/畢架山,新餘邨 ,1,986,20162,,"3
",1,44,0.76
e0b8e672-a05d-437d-83e9-063523556969,元朗,溱柏 8座 ,3,460,12173,,,,5,
4da0b1fa-0836-48b4-a8da-8e9553a9e655,天水圍,天富苑 賢富閣 (K座) ,2,506,10869,7509,,,18,
ee9b004a-82ca-4bc2-8924-e200954759b3,天水圍,嘉湖山莊 7期 景湖居 6座 ,3,442,11990,,"2
",,25,0.77
87cc3dbd-f55c-46c8-befb-6edb00416c1b,大埔半山/康樂園,嵐山 1期 9座 ,3,730,12712,,"3
",1,5,
ef46e832-9cf4-456d-bfd0-1e271ca5a40d,九龍塘/畢架山,尚御 3座 ,3,990,22222,,"3
",1,8,0.77
3fd36629-c42f-4712-abcb-93484d7f473c,火炭/沙田半山/九肚山,玖瓏山 月瓏閣 第1座 ,1,954,22012,,"3
",1,4,
81debcbe-f34a-42c4-85b9-ca01840dea57,奧運站,海桃灣 2座 ,1,1034,32882,,"2
",1,11,0.77
4969ea7d-8e6e-4347-8487-500be6f90bd9,上水/粉嶺,歌賦嶺,,1315,14296,,,,6,0.65
2cee4e30-563c-422c-8a1e-4565a088ce72,西半山,殷樺花園 第二期 ,1,842,24940,51,"3
",1,24,0.79
5029346b-7de9-4662-84dc-1403ed7e3bde,西半山,御海園 御海園 ,1,1709,27793,,"4
",2,15,0.76
e870652b-9ddc-4001-929f-c11fdb6ed651,馬鞍山,翠擁華庭 7座 ,1,858,12820,,,,19,0.78
9d994275-fd19-4dec-8ae4-9222e12b7c11,何文田/京士柏,半山壹號 2期 富甲半山 半山徑15號 ,3,1567,20421,,"4
",2,10,0.77
c0fd6a6d-3048-47da-9b7e-fa1476559e15,上水/粉嶺,天巒,,1806,18272,,,,,
c0066408-5334-4855-b1ba-b568ff349b1f,中半山,May Tower 2座 ,2,2669,44960,39,"4
",4,27,0.79
6b1a3829-8bf3-44c8-b4d0-1803efd07209,上環/中環/金鐘,尚賢居 ,3,473,27061,,"2
",,8,0.7
37039f2a-3e09-47dc-a881-fdef84c00e1c,馬灣/珀麗灣,珀麗灣 3期 19座 ,3,552,11231,27,"2
",,14,0.78
18fbf8b7-ad9d-45e1-a07c-303700e807b1,將軍澳,將軍澳中心 2期 2座 ,3,684,13157,,"3
",1,16,0.75
d3bc229a-618e-4c4b-9f61-dc1ed4de0a8c,西半山,匯豪閣 ,2,828,22705,,"3
",1,23,0.76
0c2159f1-b969-47dc-9456-cb7ac53cb04f,中半山,地利根德閣 2座 ,2,2330,24892,42,"4
",2,38,0.76
e9780d9f-cba8-4377-9123-802c7c801d5a,九龍塘/畢架山,雅麗園 (A-B座) ,1,611,17675,,"2
",,48,
43124d4e-2456-408e-b3b0-9ae18db7ce53,九龍塘/畢架山,豪城閣 ,2,1065,17370,40,"3
",1,28,0.84
f4ab68bd-e189-48ae-8212-df1f1dbaad08,海怡半島,海怡半島 3 期 美浚閣 (21座) ,2,879,21046,,"4
",,26,0.79
4eb657e6-3bbf-414a-9074-e0d11ce690f3,大埔墟/太和,富雅花園 2座 ,3,592,13513,,"3
",,29,0.84
dfcaae76-60e9-42b0-aaf3-41d2d848eae8,九龍站,名鑄 ,2,817,29130,,"1
",1,10,0.73
e72bebec-6d52-497f-9e57-8e0940ab7f65,鯉景/嘉亨/逸濤/西灣河,嘉亨灣 5座 ,3,498,19076,,"2
",,14,0.74
4e4c9e0d-a599-41ca-9f00-00e55c8120f4,奧運站,柏景灣 1期 10座 ,1,471,22292,,"2
",,18,0.72
6ffda7a6-7a46-44a6-8937-03e50f807b57,屯門,邁亞美海灣 1座 ,3,438,12785,,"2
",,28,0.77
7aa26688-acdd-4fa2-a81e-ae8ad25e246b,美孚/華景,美孚新邨 6期 蘭秀道21-23號 ,3,610,13934,,"2
",,45,
1f2730cd-b19e-4958-aadb-d51dee62cfa9,西半山,殷樺花園 第一期 ,2,832,25240,,"3
",1,24,0.77
4abd67f7-e14b-4bfb-8e96-dd89d1dc558b,火炭/沙田半山/九肚山,瑞峰花園 5座 ,1,2279,21412,,"4
",2,32,0.78
ab5ce38c-d064-4bfe-b74c-13301d871c23,何文田/京士柏,半山壹號 2期 富甲半山 半山徑19號 ,2,1567,24250,,"4
",2,10,0.77
6a2e5d9d-ee31-497a-9078-594d073ce567,美孚/華景,曼克頓山 3座 ,1,2096,41984,,"5
",2,13,
4d24153c-2ec9-4b4e-af22-5c832574d25f,九龍站,Grand Austin 2A座 ,2,595,28033,,,,5,
6745f32c-804d-49b8-8059-f49a5cf21fdc,大埔半山/康樂園,天賦海灣 1期 5座 ,1,1707,20796,40,,,7,0.78
cafb43d8-3f2f-448b-9daf-b3a871ef1622,北角/炮台山,健威花園 C座 ,1,446,16591,,"2
",,40,0.88
9dcf9193-0cd9-4fef-b54d-a4b58863d2d8,馬鞍山,新港城 1期 A座 ,1,568,14964,,"3
",,26,0.83
78d780ac-de4c-4832-899e-d791c5aa136c,鯉景/嘉亨/逸濤/西灣河,嘉亨灣 5座 ,1,498,20080,48,"1
",,14,0.74
b82cd0fc-d34c-4146-9210-f9841709d670,荃灣,東亞花園 大發樓 ,3,452,14159,40,,,38,0.71
f1319aee-e643-45cf-b471-04cacbb06e34,鑽石山/黃大仙,譽‧港灣 2A座 ,3,1496,22058,39,"4
",2,9,0.78
79e41748-4588-494a-bc41-4e486f5b60e6,屯門,屯門市廣場 2期 2座 ,2,326,14110,,,,31,0.73
fa46297e-8eda-4268-bd7b-8645b4b0b209,何文田/京士柏,半山壹號 1期 半山徑31號 ,1,1252,23801,,"3
",1,10,0.77
cdd1a2d5-98a4-4d4d-8a8a-19b3415ef893,大圍,名城 1期 1座 ,2,742,17789,,"3
",1,9,0.76
ea6a91a7-e153-4699-8058-1d62121df442,大埔半山/康樂園,天賦海灣 2期 溋玥 11座 ,3,1167,12853,28,"3
",1,7,0.77
b7190059-0e64-488d-a82f-542b69ec6def,啟德,啟德1號 II 大廈第3座 ,3,563,21314,,"2
",,2,
f80ce128-6919-4796-89d2-dd125145f7e6,元朗,Yoho Town 1期 3座 ,1,433,15473,,"2
",,15,0.75
96a6cd96-4d60-469a-8357-0848b3c93663,奧運站,維港灣 8座 ,1,1367,27651,,"4
",1,19,0.77
16c473a5-0513-4d7d-82ef-1014e342d9c7,黃埔/海逸,黃埔花園 2期 錦桃苑 5座 ,3,466,16309,,"2
",,33,0.84
265992c9-80c3-4b80-98ef-3baa8232a83c,西半山,瑧環 ,3,296,28716,,,,7,0.68
24e72707-7783-4d72-b62c-7b4ebbee2344,元朗,尚悅 10座 ,2,743,11305,,"3
",1,6,0.73
6fd3b48b-38b6-43ca-a574-5287eebb845d,大埔半山/康樂園,逸瓏灣 II 大廈9座 ,3,677,29542,40,"3
",,4,
30df8150-b99d-43d4-9764-151f10f47798,中半山,May Tower 1座 ,3,2218,41929,50,"3
",3,45,0.78
e47e57fd-788b-478b-883b-fcee8d683f33,堅尼地城/西營盤,高逸華軒 ,2,521,27255,,"2
",,19,0.75
2497de25-be81-4fe8-832d-92e0f8a12f82,西半山,華庭閣 ,1,805,27329,56,"3
",1,24,0.8
ea035fdb-c0e2-434c-a2ec-ec33e64ca7f7,西半山,海明苑 ,2,483,18219,,"2
",,28,0.76
